LocationName,Latitude,Longitude,Context,Sentiment,Confidence
the Blue Ridge,35.7647092,-82.2652846,"Home in old Medora, Home in Wounded Knee, Home in Ogallala, Home I’ll never be,

I took the Washington bus; wasted some time there wandering around; went out of my way to see the Blue Ridge, heard the bird of Shenandoah and visited Stonewall Jackson’s grave; at dusk stood expectorating in the Kanawha River and walked the hillbilly night of Charleston, West Virginia; at midnight Ashland, Kentucky, and a lonely girl under the marquee of a closed-up show.",neutral,89.7%
Shenandoah,38.4851245,-78.625016,"Home in old Medora, Home in Wounded Knee, Home in Ogallala, Home I’ll never be,

I took the Washington bus; wasted some time there wandering around; went out of my way to see the Blue Ridge, heard the bird of Shenandoah and visited Stonewall Jackson’s grave; at dusk stood expectorating in the Kanawha River and walked the hillbilly night of Charleston, West Virginia; at midnight Ashland, Kentucky, and a lonely girl under the marquee of a closed-up show.",neutral,89.7%
the Kanawha River,38.48124850134528,-81.66768926005284,"Home in old Medora, Home in Wounded Knee, Home in Ogallala, Home I’ll never be,

I took the Washington bus; wasted some time there wandering around; went out of my way to see the Blue Ridge, heard the bird of Shenandoah and visited Stonewall Jackson’s grave; at dusk stood expectorating in the Kanawha River and walked the hillbilly night of Charleston, West Virginia; at midnight Ashland, Kentucky, and a lonely girl under the marquee of a closed-up show.",neutral,89.7%
Charleston,32.7833163,-79.9319664,"Home in old Medora, Home in Wounded Knee, Home in Ogallala, Home I’ll never be,

I took the Washington bus; wasted some time there wandering around; went out of my way to see the Blue Ridge, heard the bird of Shenandoah and visited Stonewall Jackson’s grave; at dusk stood expectorating in the Kanawha River and walked the hillbilly night of Charleston, West Virginia; at midnight Ashland, Kentucky, and a lonely girl under the marquee of a closed-up show.",neutral,89.7%
West Virginia,38.5976262,-80.4549026,"Home in old Medora, Home in Wounded Knee, Home in Ogallala, Home I’ll never be,

I took the Washington bus; wasted some time there wandering around; went out of my way to see the Blue Ridge, heard the bird of Shenandoah and visited Stonewall Jackson’s grave; at dusk stood expectorating in the Kanawha River and walked the hillbilly night of Charleston, West Virginia; at midnight Ashland, Kentucky, and a lonely girl under the marquee of a closed-up show.",neutral,89.7%
Ashland,,,"Home in old Medora, Home in Wounded Knee, Home in Ogallala, Home I’ll never be,

I took the Washington bus; wasted some time there wandering around; went out of my way to see the Blue Ridge, heard the bird of Shenandoah and visited Stonewall Jackson’s grave; at dusk stood expectorating in the Kanawha River and walked the hillbilly night of Charleston, West Virginia; at midnight Ashland, Kentucky, and a lonely girl under the marquee of a closed-up show.",neutral,89.7%
Kentucky,37.8393332,-84.2700179,"Home in old Medora, Home in Wounded Knee, Home in Ogallala, Home I’ll never be,

I took the Washington bus; wasted some time there wandering around; went out of my way to see the Blue Ridge, heard the bird of Shenandoah and visited Stonewall Jackson’s grave; at dusk stood expectorating in the Kanawha River and walked the hillbilly night of Charleston, West Virginia; at midnight Ashland, Kentucky, and a lonely girl under the marquee of a closed-up show.",neutral,89.7%
Ohio,40.4172871,-82.90712300000001,"The dark and mysterious Ohio, and Cincinnati at dawn. Then Indiana fields again, and St. Louis as ever in its great valley clouds of afternoon.",neutral,85.4%
Cincinnati,39.1031182,-84.5120196,"The dark and mysterious Ohio, and Cincinnati at dawn. Then Indiana fields again, and St. Louis as ever in its great valley clouds of afternoon.",neutral,85.4%
Indiana,40.5512165,-85.60236429999999,"Then Indiana fields again, and St. Louis as ever in its great valley clouds of afternoon.",neutral,78.5%
St. Louis,38.6270025,-90.19940419999999,"Then Indiana fields again, and St. Louis as ever in its great valley clouds of afternoon.",neutral,78.5%
Montana,46.8796822,-110.3625658,"The muddy cobbles and the Montana logs, the broken steamboats, the ancient signs, the grass and the ropes by the river.",neutral,86.6%
Missouri,37.9642529,-91.8318334,"By night Missouri, Kansas fields, Kansas night-cows in the secret wides, crackerbox towns with a sea for the end of every street; dawn in Abilene",neutral,100.0%
Kansas,39.011902,-98.4842465,"By night Missouri, Kansas fields, Kansas night-cows in the secret wides, crackerbox towns with a sea for the end of every street; dawn in Abilene",neutral,100.0%
Abilene,32.4534878,-99.73128290000001,"By night Missouri, Kansas fields, Kansas night-cows in the secret wides, crackerbox towns with a sea for the end of every street; dawn in Abilene",neutral,100.0%
East Kansas,43.0578554,-73.1184392,East Kansas  grasses become West Kansas rangelands that climb up to the hill of the Western night.,neutral,100.0%
West Kansas,39.011902,-98.4842465,East Kansas  grasses become West Kansas rangelands that climb up to the hill of the Western night.,neutral,100.0%
Terre Haute,39.4654441,-87.41394269999999,"He had got on at Terre Haute, Indiana, and now he said to me, “I’ve told you why I hate this suit I’m wearing, it’s lousy—but ain’t all.”",neutral,87.5%
Indiana,40.5512165,-85.60236429999999,"He had got on at Terre Haute, Indiana, and now he said to me, “I’ve told you why I hate this suit I’m wearing, it’s lousy—but ain’t all.”",neutral,87.5%
Terre Haute,39.4654441,-87.41394269999999,He had just been released from Terre Haute federal pen; the rap was for stealing and selling cars in Cincinnati.,neutral,83.7%
Cincinnati,39.1031182,-84.5120196,He had just been released from Terre Haute federal pen; the rap was for stealing and selling cars in Cincinnati.,neutral,83.7%
Denver,39.7392358,-104.990251,“Soon’s I get to Denver I’m selling this suit in a pawnshop and getting me jeans.,neutral,100.0%
Terre Haute,39.4654441,-87.41394269999999,You just sitting in that bus when I got on—riding through Terre Haute—what was you thinking?,neutral,100.0%
Colorado,39.5500507,-105.7820674,He was on his way to live with his brother and sister-in-law; they had a job for him in Colorado.,neutral,100.0%
Denver,39.7392358,-104.990251,"“Be a buddy and watch m‘nose don’t open up in Denver, will you, Sal? Mebbe I can get to my brother’s safe.”",neutral,100.0%
Denver,39.7392358,-104.990251,When we arrived in Denver I took him by the arm to Larimer Street to pawn the penitentiary suit.,neutral,100.0%
Canyon City,38.4494063,-105.2253316,“I don’t want that damn thing here; I get them every day from the Canyon City boys.”,neutral,77.8%
Glenarm,,,We went to Dean’s old Glenarm bar—on the way Henry threw the suit in an ashcan—and called up Tim Gray.,neutral,100.0%
France,,,They’d both had a trip to France and were tremendously disappointed with their Denver lives.,neutral,79.3%
Denver,39.7392358,-104.990251,They’d both had a trip to France and were tremendously disappointed with their Denver lives.,neutral,79.3%
Denver,39.7392358,-104.990251,"Again I was back in the soft, dark Denver night with its holy alleys and crazy houses.",neutral,86.2%
West Colfax,39.7403333,-105.039325,"We started hitting all the bars in town, roadhouses out on West Colfax, Five Points Negro bars, the works.",neutral,100.0%
France,,,"“Sal, ever since I came back from France I ain’t had any idea what  to do with myself.",neutral,100.0%
Mexico,,,"Is it true you’re going to Mexico? Hot damn, I could go with you?",neutral,65.2%
Denver,39.7392358,-104.990251,"He was a rangy, bashful, shock-haired Denver boy with a big con-man smile . and slow, easy-going Gary Cooper movements.",neutral,80.6%
France,,,He had been opposed to France and now he was opposed to the idea of going to Mexico.,neutral,100.0%
Mexico,,,He had been opposed to France and now he was opposed to the idea of going to Mexico.,neutral,100.0%
Denver,39.7392358,-104.990251,Stan was wandering around Denver like a bum because of his fight with his grandfather.,neutral,70.2%
Denver,39.7392358,-104.990251,"I tell you, Sal, I got to get out of Denver quick or I’ll go crazy.",neutral,84.4%
Denver,39.7392358,-104.990251,"Tim Gray, Stan, Babe, and I spent an entire week of afternoons in lovely Denver bars where the waitresses wear slacks and cut around with bashful, loving eyes, not hardened waitresses but waitresses that fall in love with the clientele and have explosive affairs and huff and sweat and suffer from one bar to another; and we spent the same week in nights at Five Points listening to jazz, drinking booze in crazy Negro saloons and gabbing till five o‘clock in the morn in my basement.",neutral,78.7%
Denver,39.7392358,-104.990251,Noon usually found us reclined in Babe’s back yard among the little Denver kids who played cowboys and Indians and dropped on us from cherry trees in bloom.,neutral,91.8%
